@relation home
@attribute claim3years {'N','Y'}
@attribute empStatus {'A','C','E','F','H','I','N','R','S','U','V'}
@attribute busUse {'N','Y'}
@attribute adBuild {'Y'}
@attribute riskRate numeric
@attribute insurSum numeric
@attribute grantYear numeric
@attribute specInsur numeric
@attribute specPrem numeric
@attribute birthYear numeric
@attribute marStatus {'A','B','C','D','M','N','O','P','S','W'}
@attribute sex {'F','M','N'}
@attribute alarm {'N','Y'}
@attribute lock {'N','Y'}
@attribute bedroom numeric
@attribute roofCon numeric
@attribute wallCon numeric
@attribute flood {'N','Y'}
@attribute unocc numeric
@attribute neigh {'N','Y'}
@attribute occStatus {'HH','LP','PH','UN','WD','WE'}
@attribute safeInstall {'N','Y'}
@attribute subside {'N','Y'}
@attribute yearBuild numeric
@attribute payment {'DD-Other','NonDD','PureDD'}
@attribute garBefore {'N','Y'}
@attribute garPost {'N','Y'}
@attribute keyBefore {'N','Y'}
@attribute keyAfter {'N','Y'}
@attribute lastPrem numeric
@attribute polStatus {'Cancelled','Lapsed','Live','Unknown'}
@data
'N','E','N','Y',3,1000000,6,0,0,1955,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','Y','Y','N','N',354.75,'Live'
'N','S','N','Y',10,1000000,7,0,0,1955,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',335.07,'Live'
'N','E','N','Y',7,1000000,6,0,0,1956,'P','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1920,'PureDD','N','N','N','N',375.74,'Live'
'N','E','N','Y',7,1000000,6,500,11.48,1957,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',304.42,'Lapsed'
'Y','E','N','Y',1,1000000,0,12090,89.84,1959,'O','F','N','Y',3,11,15,'Y',0,'N','PH','Y','N',1946,'PureDD','N','N','N','N',390.58,'Lapsed'
'Y','U','N','Y',21,1000000,6,0,0,1959,'S','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',343.95,'Live'
'N','R','N','Y',14,1000000,5,0,0,1920,'O','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',180.88,'Live'
'Y','R','N','Y',0,1000000,1,0,0,1921,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',375.82,'Lapsed'
'Y','R','N','Y',15,1000000,5,0,0,1921,'W','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'DD-Other','N','N','N','N',180.8,'Live'
'N','R','N','Y',3,1000000,6,0,0,1922,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',174.02,'Live'
'N','R','N','Y',13,1000000,6,0,0,1922,'W','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',137.91,'Live'
'N','R','N','Y',10,1000000,6,0,0,1922,'P','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',192.14,'Live'
'N','R','N','Y',6,1000000,7,0,0,1924,'S','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1990,'NonDD','N','N','N','N',154.79,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1927,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',156.32,'Live'
'N','R','N','Y',5,1000000,6,0,0,1928,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',213.07,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1928,'M','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','Y','Y',269.37,'Live'
'N','R','N','Y',25,1000000,6,0,0,1928,'O','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',297.59,'Lapsed'
'N','R','N','Y',0,1000000,5,0,0,1929,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',208.64,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1929,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',299.75,'Live'
'N','R','N','Y',2,1000000,6,0,0,1929,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',296.13,'Live'
'N','R','N','Y',1,1000000,4,0,0,1931,'M','M','N','N',4,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',180.63,'Live'
'N','R','N','Y',6,1000000,4,0,0,1932,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',110.71,'Live'
'N','R','N','Y',5,1000000,6,0,0,1932,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','Y','N','N','N',117.42,'Live'
'N','R','N','Y',24,1000000,6,4886,22.12,1933,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',506.87,'Live'
'N','R','N','Y',0,1000000,6,0,0,1934,'M','F','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','N','N','N','N',188.23,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1934,'W','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','Y','Y',137.87,'Live'
'N','R','N','Y',0,1000000,6,0,0,1935,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',162.22,'Lapsed'
'N','R','N','Y',13,1000000,7,0,0,1935,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',258.37,'Live'
'N','R','N','Y',4,1000000,6,0,0,1935,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','Y','Y','N','N',181.79,'Lapsed'
'N','R','N','Y',14,1000000,6,0,0,1935,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',172.94,'Cancelled'
'N','R','N','Y',0,1000000,7,0,0,1936,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1900,'PureDD','N','N','N','N',225.8,'Live'
'N','R','N','Y',7,1000000,6,0,0,1936,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','N','N','N','N',117,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1936,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',185.76,'Live'
'N','R','N','Y',11,1000000,6,0,0,1936,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',117.47,'Live'
'N','R','N','Y',8,1000000,7,0,0,1936,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',168.25,'Live'
'N','R','N','Y',1,1000000,6,0,0,1937,'W','F','N','Y',2,19,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',148.47,'Live'
'N','R','N','Y',4,1000000,6,0,0,1938,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',162.92,'Lapsed'
'N','R','N','Y',13,1000000,6,0,0,1938,'M','M','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',140.2,'Live'
'N','R','N','Y',13,1000000,7,0,0,1939,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',185.39,'Live'
'Y','R','N','Y',13,1000000,6,0,0,1939,'M','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1870,'PureDD','N','N','N','N',305.18,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1940,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',182.51,'Live'
'Y','R','N','Y',5,1000000,3,0,0,1941,'P','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'DD-Other','N','N','N','N',167.67,'Live'
'N','R','N','Y',17,1000000,7,2000,11.85,1941,'A','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',165.22,'Lapsed'
'N','R','N','Y',6,1000000,9,0,0,1942,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',161.13,'Lapsed'
'N','R','N','Y',0,1000000,6,5000,25.2,1943,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','N','N','N',145.17,'Live'
'N','R','N','Y',18,1000000,6,2500,14.81,1943,'D','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',141.84,'Live'
'Y','R','N','Y',16,1000000,3,0,0,1943,'M','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',229.97,'Live'
'N','R','N','Y',11,1000000,6,0,0,1944,'M','M','N','N',3,11,15,'Y',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',151.5,'Live'
'N','R','N','Y',14,1000000,6,0,0,1944,'M','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1920,'NonDD','N','N','N','N',117.32,'Live'
'N','R','N','Y',3,1000000,9,0,0,1946,'M','M','N','Y',3,11,15,'N',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',184.67,'Live'
'N','R','N','Y',9,1000000,7,0,0,1946,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','Y','Y','N','N',141.95,'Live'
'N','R','N','Y',0,1000000,6,7700,41.99,1947,'P','M','N','Y',4,11,15,'Y',0,'N','PH','Y','N',1990,'NonDD','N','N','N','N',246.19,'Lapsed'
'N','H','N','Y',11,1000000,6,0,0,1947,'M','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',180.51,'Cancelled'
'N','R','N','Y',16,1000000,6,0,0,1947,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',151.85,'Lapsed'
'N','H','N','Y',47,1000000,7,0,0,1947,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',155.34,'Live'
'N','R','N','Y',20,1000000,7,1000,9.59,1948,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',178.36,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1948,'D','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',145.47,'Lapsed'
'N','R','N','Y',7,1000000,5,0,0,1949,'P','F','Y','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',227.76,'Live'
'Y','E','N','Y',9,1000000,3,0,0,1949,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',268.09,'Live'
'Y','E','N','Y',29,1000000,6,0,0,1949,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',171.81,'Lapsed'
'N','E','N','Y',23,1000000,7,0,0,1949,'M','F','Y','Y',2,11,15,'Y',30,'N','PH','N','N',1980,'PureDD','N','N','N','N',183.78,'Live'
'N','R','N','Y',0,1000000,6,0,0,1950,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1980,'PureDD','N','N','N','N',166.23,'Live'
'Y','E','N','Y',2,1000000,0,0,0,1950,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','Y',148.38,'Live'
'Y','E','N','Y',8,1000000,3,0,0,1951,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',279.2,'Live'
'N','E','N','Y',19,1000000,5,0,0,1951,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','N','N','N','N',184.07,'Lapsed'
'N','E','N','Y',15,1000000,6,0,0,1953,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',281.31,'Lapsed'
'N','R','N','Y',1,1000000,7,0,0,1954,'O','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',194.01,'Live'
'N','R','N','Y',6,1000000,6,5700,16.57,1954,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','N','N','N','N',157.8,'Lapsed'
'Y','E','N','Y',22,1000000,0,12500,99.54,1955,'M','M','Y','Y',2,11,15,'Y',30,'N','PH','Y','N',1920,'NonDD','N','N','N','N',403.7,'Lapsed'
'N','E','N','Y',7,1000000,6,0,0,1956,'S','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',206.29,'Live'
'N','E','Y','Y',9,1000000,6,0,0,1972,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','Y','Y','N','N',316.25,'Lapsed'
'N','R','N','Y',24,1000000,7,0,0,1915,'W','F','N','N',4,11,15,'Y',30,'N','PH','N','N',1869,'PureDD','N','N','N','N',516.09,'Live'
'N','R','N','Y',0,1000000,6,0,0,1918,'W','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',244.44,'Live'
'N','R','N','Y',31,1000000,6,0,0,1919,'W','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',408.37,'Live'
'N','R','N','Y',3,1000000,6,0,0,1922,'W','F','N','N',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',129,'Live'
'N','R','N','Y',14,1000000,7,0,0,1925,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',150.55,'Lapsed'
'N','R','N','Y',13,1000000,6,0,0,1926,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',182.28,'Live'
'N','R','N','Y',8,1000000,6,0,0,1928,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',190.43,'Live'
'N','R','N','Y',14,1000000,6,0,0,1928,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',171.4,'Live'
'N','R','N','Y',16,1000000,6,0,0,1929,'M','F','N','N',4,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',158.11,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1929,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','N','N','N',156.6,'Live'
'N','R','N','Y',0,1000000,6,0,0,1930,'M','F','N','Y',4,11,15,'Y',30,'N','PH','N','N',1900,'PureDD','N','N','N','N',181.64,'Live'
'N','R','N','Y',3,1000000,6,0,0,1930,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','Y','Y','N','N',235.43,'Lapsed'
'N','R','N','Y',18,1000000,7,0,0,1931,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',172.53,'Live'
'Y','R','N','Y',3,1000000,3,0,0,1932,'S','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','Y',231.36,'Live'
'N','R','N','Y',14,1000000,7,0,0,1933,'M','M','Y','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',162.66,'Lapsed'
'N','R','N','Y',9,1000000,6,0,0,1933,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',222.15,'Live'
'N','R','N','Y',5,1000000,6,3200,19.77,1934,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',250.34,'Live'
'N','R','N','Y',20,1000000,5,0,0,1934,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','N','N','N',201.68,'Live'
'N','R','N','Y',5,1000000,6,0,0,1934,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',219.76,'Live'
'N','R','N','Y',0,1000000,6,0,0,1935,'O','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',188.24,'Live'
'N','R','N','Y',3,1000000,6,0,0,1935,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',165.61,'Live'
'N','R','N','Y',2,1000000,6,0,0,1935,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','Y','Y',114.87,'Live'
'N','R','Y','Y',1,1000000,6,0,0,1936,'S','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',121.99,'Lapsed'
'N','R','N','Y',8,1000000,6,0,0,1937,'W','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',225.7,'Live'
'N','R','N','Y',20,1000000,5,0,0,1937,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',267.55,'Live'
'Y','R','N','Y',0,1000000,1,0,0,1938,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',125,'Live'
'N','R','N','Y',5,1000000,6,0,0,1938,'P','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1900,'NonDD','N','N','N','N',249.22,'Live'
'N','R','N','Y',12,1000000,6,4900,21.28,1938,'M','M','N','N',5,11,15,'Y',30,'N','PH','N','N',1869,'NonDD','N','N','N','N',445.68,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1939,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',141.75,'Live'
'N','E','N','Y',10,1000000,6,0,0,1940,'P','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',171.24,'Live'
'Y','R','N','Y',0,1000000,3,0,0,1942,'M','M','N','N',4,11,15,'Y',0,'N','PH','N','N',2000,'NonDD','N','N','N','N',108.18,'Lapsed'
'N','R','N','Y',2,1000000,7,0,0,1943,'W','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','N','N','N','N',144.95,'Live'
'N','R','N','Y',3,1000000,6,0,0,1943,'P','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',217.35,'Live'
'N','R','N','Y',15,1000000,6,0,0,1943,'C','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',156.17,'Lapsed'
'N','R','N','Y',13,1000000,5,0,0,1944,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','Y','Y','N','N',372.67,'Live'
'N','R','N','Y',0,1000000,7,0,0,1946,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',305.8,'Lapsed'
'N','R','N','Y',3,1000000,6,320,9.33,1948,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',221.01,'Lapsed'
'N','R','N','Y',7,1000000,6,0,0,1949,'O','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','Y',213.56,'Live'
'N','R','N','Y',15,1000000,6,0,0,1949,'M','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',207.46,'Live'
'Y','E','N','Y',10,1000000,3,0,0,1949,'O','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',603.93,'Lapsed'
'N','E','N','Y',20,1000000,7,3600,29.64,1950,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',301.68,'Live'
'N','R','N','Y',14,1000000,7,0,0,1951,'W','F','N','N',3,11,15,'Y',30,'Y','PH','N','N',1920,'DD-Other','N','N','N','N',305.54,'Lapsed'
'N','E','N','Y',15,1000000,6,150,6.9,1952,'A','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',132.6,'Live'
'N','R','N','Y',6,1000000,7,0,0,1953,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',308.05,'Live'
'N','R','N','Y',9,1000000,6,0,0,1955,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',209.63,'Live'
'Y','E','N','Y',16,1000000,2,1000,0,1967,'M','F','Y','Y',5,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','N','N','N','N',633.33,'Lapsed'
'Y','R','N','Y',17,1000000,0,0,0,1920,'M','M','N','N',2,11,15,'Y',0,'Y','PH','N','N',1920,'PureDD','Y','Y','N','N',338.66,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1921,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',203.31,'Live'
'Y','R','N','Y',2,1000000,3,0,0,1922,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',324.85,'Live'
'Y','R','N','Y',19,1000000,3,0,0,1924,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','Y','Y','N','N',243.69,'Live'
'N','R','N','Y',1,1000000,7,0,0,1924,'W','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',200.48,'Live'
'N','R','N','Y',7,1000000,7,0,0,1926,'M','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','Y','N','N','N',195.98,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1926,'M','M','N','N',5,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',361.84,'Live'
'N','R','N','Y',11,1000000,7,0,0,1926,'D','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',147.86,'Cancelled'
'N','R','N','Y',5,1000000,6,0,0,1927,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',137.61,'Live'
'N','R','N','Y',7,1000000,6,0,0,1927,'O','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','Y','N','N','N',252.96,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1928,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','Y','N','Y',199.29,'Live'
'N','R','N','Y',21,1000000,5,0,0,1928,'O','M','N','N',4,11,15,'N',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',400.7,'Live'
'N','R','N','Y',3,1000000,7,0,0,1929,'S','M','N','Y',4,11,15,'Y',0,'Y','PH','Y','N',1946,'NonDD','Y','Y','Y','Y',333.27,'Live'
'N','R','N','Y',12,1000000,6,0,0,1929,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',242.26,'Live'
'N','R','N','Y',0,1000000,6,0,0,1930,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',229.02,'Live'
'N','R','N','Y',12,1000000,6,0,0,1930,'M','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1946,'PureDD','N','N','N','N',127.35,'Live'
'N','R','N','Y',10,1000000,6,0,0,1931,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',172.57,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1931,'P','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',186.93,'Live'
'N','R','N','Y',12,1000000,6,0,0,1932,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',152.36,'Live'
'N','R','N','Y',14,1000000,6,0,0,1934,'M','M','N','N',3,19,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',156.43,'Live'
'N','R','N','Y',18,1000000,6,700,5.58,1934,'W','F','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',110.04,'Live'
'N','R','N','Y',0,1000000,6,0,0,1936,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1869,'PureDD','N','N','N','N',126.32,'Live'
'N','R','N','Y',5,1000000,7,0,0,1937,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',139.45,'Live'
'N','R','N','Y',4,1000000,6,0,0,1937,'O','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',239.78,'Cancelled'
'N','R','N','Y',0,1000000,6,0,0,1938,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',345.12,'Live'
'N','R','N','Y',1,1000000,6,0,0,1938,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',150.53,'Lapsed'
'N','R','N','Y',4,1000000,7,0,0,1938,'O','F','N','N',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',133.92,'Live'
'N','R','N','Y',21,1000000,6,0,0,1938,'W','M','N','Y',1,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',76.13,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1939,'M','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',98.22,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1939,'O','M','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',225.32,'Live'
'Y','R','N','Y',13,1000000,2,0,0,1939,'P','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',525.77,'Live'
'N','R','N','Y',17,1000000,6,0,0,1941,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',329.14,'Live'
'N','R','N','Y',6,1000000,6,0,0,1942,'P','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',193.85,'Live'
'N','E','N','Y',20,1000000,4,600,25.31,1943,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',246.53,'Live'
'N','R','N','Y',1,1000000,6,0,0,1944,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','Y','Y',183.29,'Lapsed'
'N','R','N','Y',10,1000000,6,3800,44.72,1944,'M','F','N','Y',3,11,15,'Y',30,'N','PH','Y','N',1946,'PureDD','N','N','N','N',184.83,'Cancelled'
'N','E','N','Y',12,1000000,6,0,0,1946,'D','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',149.22,'Lapsed'
'Y','R','N','Y',5,1000000,6,1000,12.68,1946,'O','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','Y','Y','N','N',236.65,'Live'
'N','R','N','Y',30,1000000,7,0,0,1946,'D','F','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',280.11,'Live'
'N','R','N','Y',8,1000000,6,0,0,1947,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',193.32,'Live'
'N','E','N','Y',12,1000000,6,0,0,1947,'M','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',2000,'PureDD','N','N','N','N',145.15,'Live'
