@relation home
@attribute claim3years {'N','Y'}
@attribute empStatus {'A','C','E','F','H','I','N','R','S','U','V'}
@attribute busUse {'N','Y'}
@attribute adBuild {'Y'}
@attribute riskRate numeric
@attribute insurSum numeric
@attribute grantYear numeric
@attribute specInsur numeric
@attribute specPrem numeric
@attribute birthYear numeric
@attribute marStatus {'A','B','C','D','M','N','O','P','S','W'}
@attribute sex {'F','M','N'}
@attribute alarm {'N','Y'}
@attribute lock {'N','Y'}
@attribute bedroom numeric
@attribute roofCon numeric
@attribute wallCon numeric
@attribute flood {'N','Y'}
@attribute unocc numeric
@attribute neigh {'N','Y'}
@attribute occStatus {'HH','LP','PH','UN','WD','WE'}
@attribute safeInstall {'N','Y'}
@attribute subside {'N','Y'}
@attribute yearBuild numeric
@attribute payment {'DD-Other','NonDD','PureDD'}
@attribute garBefore {'N','Y'}
@attribute garPost {'N','Y'}
@attribute keyBefore {'N','Y'}
@attribute keyAfter {'N','Y'}
@attribute lastPrem numeric
@attribute polStatus {'Cancelled','Lapsed','Live','Unknown'}
@data
'N','E','N','Y',9,1000000,7,0,0,1977,'M','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',173.12,'Live'
'N','R','N','Y',0,1000000,5,0,0,1925,'W','F','N','Y',4,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',156.33,'Live'
'Y','R','N','Y',11,1000000,2,0,0,1925,'O','M','N','N',1,11,99,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',322.11,'Live'
'N','R','N','Y',8,1000000,6,0,0,1929,'W','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',164.06,'Live'
'N','R','N','Y',14,1000000,6,0,0,1932,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',174.09,'Live'
'N','R','N','Y',8,1000000,6,0,0,1932,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1990,'NonDD','N','N','N','N',157,'Lapsed'
'N','R','N','Y',6,1000000,7,0,0,1933,'M','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',242.88,'Live'
'N','R','N','Y',11,1000000,6,0,0,1936,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',113.24,'Live'
'Y','R','N','Y',6,1000000,4,0,0,1938,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','Y','Y','N','N',199.88,'Live'
'N','R','N','Y',14,1000000,6,0,0,1939,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',132.04,'Lapsed'
'Y','S','N','Y',0,1000000,6,0,0,1941,'M','M','N','Y',3,11,15,'N',0,'Y','PH','N','N',1900,'NonDD','Y','Y','N','N',327.74,'Lapsed'
'Y','R','N','Y',21,1000000,4,1600,13.69,1941,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','Y','Y',190.64,'Lapsed'
'N','R','N','Y',11,1000000,4,0,0,1942,'S','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1920,'NonDD','N','N','N','N',133.7,'Live'
'N','E','N','Y',4,1000000,7,0,0,1956,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',303.87,'Lapsed'
'N','R','N','Y',23,1000000,6,0,0,1921,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1870,'NonDD','N','N','N','N',243.35,'Lapsed'
'N','R','N','Y',11,1000000,7,0,0,1926,'M','M','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1990,'NonDD','N','N','N','N',169.5,'Live'
'Y','R','N','Y',40,1000000,3,0,0,1929,'P','M','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',320.31,'Live'
'N','R','N','Y',6,1000000,6,0,0,1930,'W','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',144.93,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1932,'M','M','Y','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',123.8,'Live'
'N','R','N','Y',4,1000000,6,220,1.36,1932,'P','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',156.22,'Lapsed'
'N','R','N','Y',3,1000000,6,0,0,1932,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',206.78,'Live'
'N','R','N','Y',5,1000000,6,0,0,1933,'O','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',181.4,'Live'
'N','R','N','Y',10,1000000,6,0,0,1933,'W','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',176.94,'Live'
'N','R','N','Y',10,1000000,6,0,0,1934,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'DD-Other','N','N','N','N',193.91,'Live'
'N','R','N','Y',9,1000000,6,0,0,1937,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',213.05,'Live'
'N','E','N','Y',7,1000000,4,0,0,1939,'O','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',168.23,'Live'
'N','R','N','Y',3,1000000,5,0,0,1940,'D','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',216.44,'Lapsed'
'N','E','N','Y',2,1000000,7,0,0,1946,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','N','N','N','N',213.55,'Live'
'N','R','N','Y',6,1000000,6,0,0,1925,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',117.29,'Live'
'N','R','N','Y',3,1000000,6,0,0,1929,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',189.35,'Live'
'N','R','N','Y',17,1000000,6,2000,14.48,1929,'M','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',2000,'PureDD','N','N','N','N',136.61,'Live'
'N','R','N','Y',0,1000000,6,3000,14.02,1930,'M','M','N','Y',5,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','N','N','N',232.7,'Lapsed'
'N','R','N','Y',19,1000000,5,0,0,1936,'W','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',210.59,'Live'
'N','R','N','Y',29,1000000,5,0,0,1936,'O','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',146.43,'Live'
'N','R','N','Y',7,1000000,6,0,0,1937,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','Y',241.13,'Live'
'N','R','N','Y',1,1000000,6,800,5.1,1938,'W','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1946,'NonDD','N','N','N','N',154.58,'Lapsed'
'N','R','N','Y',10,1000000,6,2000,16.48,1946,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',298.2,'Lapsed'
'N','E','N','Y',0,1000000,6,1200,7.32,1951,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',2000,'PureDD','N','N','N','N',159.06,'Cancelled'
'N','R','N','Y',3,1000000,5,0,0,1928,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',152.38,'Live'
'N','R','N','Y',18,1000000,7,0,0,1930,'M','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',191.08,'Lapsed'
'N','R','N','Y',9,1000000,6,0,0,1931,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',204.55,'Live'
'N','R','N','Y',24,1000000,6,0,0,1931,'W','F','N','N',2,11,15,'Y',30,'N','PH','N','N',1946,'DD-Other','N','N','N','N',156.64,'Live'
'N','R','N','Y',0,1000000,6,0,0,1933,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',158.75,'Live'
'N','R','N','Y',13,1000000,6,0,0,1933,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',205.43,'Lapsed'
'N','R','N','Y',9,1000000,6,0,0,1936,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'NonDD','N','N','N','N',121.25,'Lapsed'
'N','R','N','Y',16,1000000,6,0,0,1937,'M','F','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',217.6,'Lapsed'
'N','R','N','Y',0,1000000,4,0,0,1938,'W','F','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',246.63,'Live'
'N','R','N','Y',1,1000000,6,0,0,1940,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',175.26,'Lapsed'
'N','R','N','Y',8,1000000,6,0,0,1940,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',232.49,'Live'
'Y','R','N','Y',27,1000000,3,0,0,1943,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',204.57,'Lapsed'
'N','E','N','Y',15,1000000,5,0,0,1952,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',247.09,'Lapsed'
'N','E','N','Y',21,1000000,6,500,9.24,1952,'M','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',500.25,'Lapsed'
'N','U','N','Y',18,1000000,6,0,0,1953,'M','M','Y','Y',4,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','N','N','N','N',468.88,'Live'
'N','E','N','Y',12,1000000,6,0,0,1964,'O','F','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',289.38,'Live'
'N','R','N','Y',16,1000000,6,0,0,1920,'M','F','Y','N',5,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',273.48,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1922,'P','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1920,'PureDD','N','N','N','N',194.06,'Live'
'N','R','N','Y',10,1000000,5,2000,15.93,1923,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',320.05,'Live'
'N','R','N','Y',10,1000000,6,0,0,1925,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',236.79,'Live'
'N','R','N','Y',9,1000000,7,0,0,1931,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','N','N','N','N',211.78,'Cancelled'
'N','R','N','Y',0,1000000,6,0,0,1934,'O','M','Y','Y',4,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',181.06,'Live'
'N','R','N','Y',0,1000000,7,0,0,1935,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',2000,'DD-Other','N','N','N','N',154.89,'Live'
'N','R','N','Y',10,1000000,2,0,0,1936,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','Y','Y','N','N',237.25,'Cancelled'
'N','R','N','Y',17,1000000,6,0,0,1937,'W','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1946,'PureDD','N','N','N','N',99.89,'Cancelled'
'N','R','N','Y',8,1000000,7,0,0,1938,'O','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','Y','N',163.35,'Live'
'N','E','N','Y',13,1000000,6,8487,30.49,1938,'M','M','N','Y',5,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','N','N','N','N',391.36,'Lapsed'
'Y','R','N','Y',9,1000000,2,0,0,1939,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',182.48,'Live'
'N','R','N','Y',15,1000000,7,0,0,1940,'D','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1920,'NonDD','N','N','N','N',144.88,'Live'
'N','R','N','Y',28,1000000,4,0,0,1942,'W','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1960,'PureDD','N','N','N','N',277.73,'Live'
'N','R','N','Y',5,1000000,6,0,0,1944,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',2000,'PureDD','N','N','N','N',83,'Lapsed'
'N','R','N','Y',1,1000000,7,0,0,1945,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',232.8,'Live'
'N','R','N','Y',20,1000000,6,0,0,1945,'W','F','Y','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',190,'Lapsed'
'N','E','N','Y',30,1000000,6,0,0,1946,'M','F','N','Y',2,11,15,'Y',30,'N','PH','N','N',1920,'PureDD','N','N','N','N',196.33,'Live'
'N','R','N','Y',16,1000000,7,0,0,1947,'M','F','Y','Y',3,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','N','N','N',256.08,'Cancelled'
'N','R','N','Y',13,1000000,6,0,0,1948,'M','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','Y','Y',115.28,'Lapsed'
'N','I','N','Y',13,1000000,6,0,0,1950,'C','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',242.51,'Lapsed'
'N','R','N','Y',18,1000000,5,0,0,1944,'O','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'DD-Other','N','N','N','N',173.59,'Live'
'N','R','N','Y',18,1000000,7,0,0,1945,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','Y','Y','N','N',257.01,'Live'
'N','R','N','Y',22,1000000,6,0,0,1945,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',189.85,'Live'
'Y','R','N','Y',19,1000000,5,0,0,1947,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1869,'PureDD','N','N','N','N',561.51,'Lapsed'
'N','R','N','Y',21,1000000,6,2200,42.39,1947,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1990,'PureDD','N','N','N','N',228.54,'Lapsed'
'N','E','N','Y',32,1000000,7,0,0,1948,'M','M','N','Y',3,11,15,'N',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',406.05,'Lapsed'
'N','E','N','Y',11,1000000,6,0,0,1951,'S','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',139.17,'Lapsed'
'N','F','N','Y',20,1000000,6,2000,9.79,1959,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',190.27,'Lapsed'
'N','R','N','Y',8,1000000,6,0,0,1916,'P','F','N','N',1,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',244.93,'Live'
'N','R','N','Y',0,1000000,6,0,0,1922,'O','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','Y','Y','N','N',169.03,'Live'
'N','R','N','Y',15,1000000,6,0,0,1927,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',425.65,'Live'
'N','R','N','Y',10,1000000,6,0,0,1931,'W','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',116.7,'Live'
'N','R','N','Y',8,1000000,7,0,0,1932,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',147.14,'Live'
'Y','R','N','Y',6,1000000,3,0,0,1935,'O','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','Y','Y','N','N',274.09,'Live'
'N','R','N','Y',24,1000000,6,0,0,1938,'M','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',253.9,'Lapsed'
'N','R','N','Y',4,1000000,6,0,0,1939,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',192.59,'Live'
'N','R','N','Y',10,1000000,6,0,0,1940,'W','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',105.83,'Live'
'N','R','N','Y',0,1000000,6,0,0,1943,'M','M','N','Y',2,11,15,'Y',30,'Y','PH','N','N',1980,'NonDD','Y','N','Y','N',117.01,'Lapsed'
'N','R','N','Y',3,1000000,4,0,0,1943,'O','M','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1946,'PureDD','N','N','N','N',331.94,'Live'
'N','R','N','Y',22,1000000,6,0,0,1943,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',357.42,'Live'
'Y','R','N','Y',16,1000000,3,0,0,1946,'M','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','Y','Y','N','N',161.56,'Lapsed'
'N','R','N','Y',12,1000000,7,0,0,1949,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1920,'NonDD','N','N','N','N',184.78,'Lapsed'
'N','E','N','Y',1,1000000,6,0,0,1953,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',166.18,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1922,'P','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',197.47,'Live'
'N','R','N','Y',10,1000000,6,0,0,1927,'O','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','Y','Y','N','N',183.86,'Live'
'Y','R','N','Y',0,1000000,2,0,0,1929,'M','M','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','Y','Y','N','N',103.24,'Lapsed'
'N','R','N','Y',1,1000000,6,0,0,1930,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'PureDD','N','N','N','N',137.24,'Live'
'N','R','N','Y',3,1000000,7,0,0,1930,'M','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',2000,'NonDD','N','N','N','N',166.55,'Live'
'N','R','N','Y',13,1000000,6,0,0,1931,'D','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','Y','Y','N','N',182.4,'Live'
'N','R','N','Y',17,1000000,6,1800,10.61,1935,'O','M','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',247,'Live'
'N','R','N','Y',2,1000000,6,0,0,1937,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',203.45,'Live'
'N','R','N','Y',11,1000000,6,0,0,1937,'M','M','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1920,'PureDD','N','N','N','N',135.36,'Live'
'N','R','N','Y',21,1000000,6,0,0,1939,'O','M','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',233.97,'Lapsed'
'N','R','N','Y',11,1000000,7,2000,10.19,1942,'M','M','N','Y',3,11,15,'Y',0,'N','PH','Y','N',1960,'PureDD','N','N','N','N',198.59,'Lapsed'
'N','R','N','Y',11,1000000,5,0,0,1942,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',242.62,'Lapsed'
'N','R','N','Y',10,1000000,6,1200,12.73,1943,'M','F','N','Y',4,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',331.9,'Live'
'N','R','N','Y',17,1000000,6,0,0,1943,'M','F','N','Y',4,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',152,'Cancelled'
'N','E','N','Y',1,1000000,5,0,0,1952,'O','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'NonDD','N','N','N','N',203.96,'Lapsed'
'Y','R','N','Y',4,1000000,3,0,0,1955,'O','F','N','N',2,11,15,'Y',0,'N','PH','N','N',1920,'DD-Other','Y','Y','N','N',256.29,'Live'
'N','E','N','Y',5,1000000,6,3500,21.62,1955,'M','F','N','Y',4,11,15,'Y',0,'Y','PH','N','N',1870,'PureDD','N','N','N','N',398.46,'Live'
'N','N','N','Y',6,1000000,6,0,0,1955,'S','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',2000,'NonDD','N','N','N','N',132.88,'Lapsed'
'N','S','Y','Y',20,1000000,6,0,0,1956,'M','M','N','Y',4,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',158.41,'Live'
'N','R','N','Y',18,1000000,6,0,0,1921,'W','M','N','N',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',141.05,'Cancelled'
'N','R','N','Y',14,1000000,6,0,0,1927,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',200.62,'Live'
'Y','R','N','Y',36,1000000,6,4850,21.02,1929,'M','M','N','N',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',235.33,'Lapsed'
'N','R','N','Y',1,1000000,7,0,0,1931,'M','M','N','N',4,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',234.13,'Live'
'N','R','N','Y',27,1000000,7,4000,28.94,1934,'M','M','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',170.25,'Lapsed'
'N','R','N','Y',11,1000000,6,0,0,1934,'S','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',200.29,'Lapsed'
'N','R','N','Y',25,1000000,6,0,0,1935,'W','M','N','Y',3,11,15,'Y',30,'N','HH','N','N',1980,'NonDD','N','N','N','N',242.43,'Live'
'N','R','N','Y',10,1000000,6,0,0,1938,'M','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1900,'PureDD','N','N','N','N',282.09,'Live'
'N','R','N','Y',19,1000000,6,0,0,1940,'P','F','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'PureDD','N','N','N','N',298,'Live'
'N','R','N','Y',8,1000000,6,0,0,1942,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',206.7,'Live'
'N','R','N','Y',16,1000000,7,0,0,1944,'M','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'NonDD','N','N','N','N',150.81,'Live'
'Y','E','N','Y',10,1000000,3,0,0,1953,'M','M','N','N',3,11,15,'Y',0,'Y','PH','N','N',1960,'PureDD','N','N','N','N',280.36,'Live'
'N','E','N','Y',1,1000000,6,0,0,1954,'P','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',281.3,'Live'
'N','R','N','Y',13,1000000,6,0,0,1931,'M','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1980,'NonDD','N','N','N','N',101.72,'Lapsed'
'N','R','N','Y',15,1000000,6,0,0,1932,'A','M','N','Y',2,11,15,'Y',30,'N','PH','N','N',1870,'NonDD','N','N','N','N',192.59,'Lapsed'
'N','R','N','Y',31,1000000,7,0,0,1932,'W','F','N','N',3,11,15,'Y',30,'Y','PH','N','N',1960,'NonDD','N','N','N','N',151.32,'Live'
'N','R','N','Y',0,1000000,6,0,0,1934,'W','F','N','Y',3,11,15,'Y',30,'Y','PH','N','N',1960,'PureDD','N','N','N','N',119,'Live'
'N','R','N','Y',8,1000000,7,0,0,1941,'W','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1960,'NonDD','N','N','N','N',187.01,'Live'
'N','R','N','Y',7,1000000,6,0,0,1944,'P','F','Y','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','N','N','N','N',267.35,'Live'
'N','E','N','Y',3,1000000,6,0,0,1945,'O','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1900,'NonDD','Y','Y','N','N',231.55,'Live'
'N','E','N','Y',23,1000000,5,0,0,1956,'S','M','N','Y',3,11,15,'Y',30,'N','PH','N','N',1900,'NonDD','N','Y','Y','Y',245.13,'Live'
'N','E','N','Y',2,1000000,6,0,0,1968,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',285.89,'Live'
'N','E','N','Y',18,1000000,7,0,0,1969,'M','F','N','Y',3,11,15,'Y',30,'N','PH','N','N',1960,'PureDD','N','N','N','N',217.36,'Lapsed'
'N','R','N','Y',12,1000000,6,0,0,1925,'M','M','N','N',4,11,15,'Y',0,'N','PH','N','N',1920,'NonDD','N','N','N','N',332.78,'Lapsed'
'N','R','N','Y',0,1000000,6,0,0,1927,'M','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1946,'NonDD','N','N','N','N',182.96,'Live'
'N','R','N','Y',18,1000000,6,0,0,1928,'M','M','N','N',2,11,15,'Y',30,'N','PH','N','N',1946,'NonDD','N','N','N','N',179.64,'Lapsed'
'N','R','N','Y',10,1000000,6,0,0,1931,'P','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1900,'PureDD','N','N','N','N',226.61,'Live'
'N','R','N','Y',10,1000000,6,0,0,1932,'W','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',204.65,'Live'
'N','R','N','Y',2,1000000,6,2000,12.36,1933,'W','M','N','Y',4,11,15,'Y',0,'N','PH','N','N',1960,'PureDD','Y','Y','N','N',171.57,'Live'
'N','R','N','Y',11,1000000,5,0,0,1934,'M','M','Y','Y',3,11,15,'Y',30,'Y','PH','N','N',1946,'NonDD','N','N','N','N',238.42,'Live'
'N','R','N','Y',5,1000000,5,0,0,1937,'O','M','Y','Y',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',142.28,'Live'
'N','R','N','Y',14,1000000,6,0,0,1939,'P','F','N','N',3,11,15,'Y',0,'N','PH','N','N',1946,'PureDD','N','N','N','N',275.08,'Live'
'N','R','N','Y',17,1000000,6,1700,8.86,1945,'M','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',176.17,'Lapsed'
'Y','R','N','Y',7,1000000,3,0,0,1946,'M','F','N','Y',2,11,15,'Y',0,'N','PH','N','N',1980,'DD-Other','N','N','N','N',149.69,'Live'
'N','E','N','Y',1,1000000,9,0,0,1950,'M','M','N','N',3,11,15,'Y',0,'N','PH','N','N',1980,'NonDD','N','N','N','N',159.68,'Lapsed'
'N','E','N','Y',5,1000000,6,0,0,1956,'S','F','N','Y',4,11,15,'Y',30,'Y','PH','N','N',1980,'PureDD','N','N','N','N',174.96,'Lapsed'
'N','R','N','Y',1,1000000,5,0,0,1932,'O','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1980,'PureDD','N','N','N','N',267.64,'Live'
'Y','R','N','Y',3,1000000,7,0,0,1935,'D','F','N','Y',2,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',187.15,'Live'
'Y','R','N','Y',6,1000000,0,0,0,1936,'P','F','N','Y',3,11,15,'Y',0,'Y','PH','N','N',1946,'NonDD','N','N','N','N',228.65,'Live'
'N','R','N','Y',0,1000000,7,0,0,1937,'M','M','N','Y',3,11,15,'Y',0,'N','PH','N','N',1870,'NonDD','N','N','N','N',256.7,'Lapsed'
'N','R','N','Y',14,1000000,6,0,0,1939,'D','F','N','N',2,11,15,'Y',0,'Y','PH','N','N',1960,'NonDD','N','N','N','N',155.57,'Lapsed'
